"id","business_name","status","address_id","version","created_date","modified_date","created_by","modified_by","reference","blocked","image_id","online_ordering_allowed","delivery_allowed","promo_code","message","timezone","delivery_type","doordash_allowed","pickup_instructions","announcement","business_name_without_spaces","menu_categories","delivery_only","money_flow","fee_categories","type","fulfillment_options","restaurant_categories","website_url","position","location_position","group_id","nash_allowed","tax_rates","lead_gen_one","lead_gen_two","delivery_order_time_windows","enable_menu_search","shipday_enabled"
2518,"Olivella's","ACCEPTED","3330",0,"2025-03-11 23:52:06.834+00",NULL,NULL,NULL,"ef920f14-472a-4afe-81c6-e0e0f6a8f0ef",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"olivellas-u41q5",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2519,"Three Egg Muffins","ACCEPTED","3331",0,"2025-03-11 23:54:53.87+00",NULL,NULL,NULL,"e194bac6-aeb2-4e31-99c9-c5614bedea3d",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"three-egg-muffins-lzc9d",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2520,"Village Baking Co.","ACCEPTED","3332",0,"2025-03-11 23:58:39.007+00",NULL,NULL,NULL,"4d83df73-bd2e-4249-874f-da4372e714b6",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"village-baking-co-0pawt",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2521,"MOOYAH Burgers Fries & Shakes","ACCEPTED","3333",0,"2025-03-12 00:00:20.376+00",NULL,NULL,NULL,"26763440-a798-46f7-9ff3-58dafddf7c62",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"mooyah-burgers-fries-shakes-65ea8",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2522,"Rocco's Catering","ACCEPTED","3334",0,"2025-03-12 00:07:28.774+00",NULL,NULL,NULL,"c35a2273-2f08-4bb1-84e6-5a51a9997ff9",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"roccos-catering-i5dy4",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2523,"Cracker Barrel Mesquite","ACCEPTED","3335",0,"2025-03-12 00:16:28.127+00",NULL,NULL,NULL,"b6dd8863-8d87-4931-8402-d8c4dfc6804e",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"cracker-barrel-mesquite-ebso9",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2524,"Raise the Roost Dallas","ACCEPTED","3336",0,"2025-03-12 00:19:45.657+00",NULL,NULL,NULL,"7d9dc43c-41a2-40f6-ba02-b8714a97b810",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"raise-the-roost-dallas-0o1e2",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2525,"Bawarchi Biryani's Indian Cuisine","ACCEPTED","3337",0,"2025-03-12 00:26:34.593+00",NULL,NULL,NULL,"c3f7338c-3cce-4a9f-8679-ace81d99c61c",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"bawarchi-biryanis-indian-cuisine-zk08s",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2526,"Steak 'n Shake Plano","ACCEPTED","3338",0,"2025-03-12 00:29:40.851+00",NULL,NULL,NULL,"cdb5df59-324b-46c9-a162-ee662585eeac",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"steak-n-shake-plano-adbuc",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2527,"Bowlrito","ACCEPTED","3339",0,"2025-03-12 00:32:09.358+00",NULL,NULL,NULL,"a17a190d-cc7e-4b77-9adf-7368df190d78",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"bowlrito-lh35k",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2528,"Scardello","ACCEPTED","3340",0,"2025-03-12 00:33:03.436+00",NULL,NULL,NULL,"c69e97e2-d4f2-4945-99a8-ae27b66182e7",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"scardello-r0jp6",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2529,"Savvy Sliders","ACCEPTED","3341",0,"2025-03-12 00:34:27.589+00",NULL,NULL,NULL,"be3391f5-af37-4103-9f6c-95f62f5baad6",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"savvy-sliders-q66if",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2530,"Piggie Pies","ACCEPTED","3342",0,"2025-03-12 00:37:34.421+00",NULL,NULL,NULL,"4fb0312f-e8d8-409a-a883-8a06c1d21924",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"piggie-pies-4wdkg",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2531,"The Dream Cafe","ACCEPTED","3343",0,"2025-03-12 00:50:52.702+00",NULL,NULL,NULL,"6d426585-c5e8-4e4a-ad00-e8c895e11cec",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"the-dream-cafe-db0kf",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2532,"Chasu Kitchen","ACCEPTED","3344",0,"2025-03-12 00:53:04.919+00",NULL,NULL,NULL,"c7ebe0c7-e698-43f6-b504-018161d30aad",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"chasu-kitchen-fn8qb",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2533,"Fuzzy's Taco Shop","ACCEPTED","3345",0,"2025-03-12 00:54:34.316+00",NULL,NULL,NULL,"05e39787-35f3-4cf8-bd28-704de72e0c22",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"fuzzys-taco-shop-v0xlv",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2534,"Nando's Peri-Peri Dallas","ACCEPTED","3346",0,"2025-03-12 01:00:19.617+00",NULL,NULL,NULL,"3e136201-57cf-4e68-8cbb-74cd4fbe2100",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"nandos-periperi-dallas-g9a0w",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2535,"The Island Spot","ACCEPTED","3347",0,"2025-03-12 01:02:22.904+00",NULL,NULL,NULL,"9de76af7-75eb-450a-b212-c6e187f48b74",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"the-island-spot-itzhn",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2536,"Torchy's Tacos Richardson","ACCEPTED","3348",0,"2025-03-12 01:07:44.181+00",NULL,NULL,NULL,"ab3ff576-5a88-4f1c-be13-e70c04022aea",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"torchys-tacos-richardson-lgz2e",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2537,"DeEva Kitchen & Bar (formerly Mio Italian Kitchen)","ACCEPTED","3349",0,"2025-03-12 01:09:53.164+00",NULL,NULL,NULL,"36e07c9e-ce6b-4e70-9d48-8ef49e59c914",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"deeva-kitchen-bar-formerly-mio-italian-kitchen-a3pdv",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2538,"Snooze an A.M. Eatery Dallas","ACCEPTED","3350",0,"2025-03-12 01:13:48.501+00",NULL,NULL,NULL,"f1a9bf5c-86a9-4bf5-b76d-0790b1ccff67",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"snooze-an-am-eatery-dallas-2sfet",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2539,"Noodle Wave","ACCEPTED","3351",0,"2025-03-12 01:18:00.099+00",NULL,NULL,NULL,"48352084-53c5-45df-b4e6-092a98c50ff1",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"noodle-wave-m0bvz",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2540,"Zaap Kitchen","ACCEPTED","3352",0,"2025-03-12 01:21:53.189+00",NULL,NULL,NULL,"b33ae8df-282a-4847-8fd1-dd703fc9f0b1",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"zaap-kitchen-p0g1y",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2541,"Sprinkles Dallas","ACCEPTED","3353",0,"2025-03-12 01:23:27.214+00",NULL,NULL,NULL,"81f01dbc-9c40-4dc8-a79d-fb4e2d3aa706",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"sprinkles-dallas-fns7n",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2542,"Longhorn Catering","ACCEPTED","3354",0,"2025-03-12 01:40:09.808+00",NULL,NULL,NULL,"0ac8f1f0-8876-4b56-9b9a-0cd6ef5d92ad",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"longhorn-catering-9lrsf",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2543,"Axcess Catering & Events","ACCEPTED","3355",0,"2025-03-12 01:48:17.793+00",NULL,NULL,NULL,"ea114bec-47af-46b9-bb31-2ddd0d23eec2",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"axcess-catering-events-bqcmx",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2544,"Wok Star Chinese","ACCEPTED","3356",0,"2025-03-12 01:52:07.533+00",NULL,NULL,NULL,"fdf8122c-bf56-480b-abe7-c5b1d7cefb04",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"wok-star-chinese-j9u97",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2545,"Smashburger Richardson","ACCEPTED","3357",0,"2025-03-12 01:54:11.875+00",NULL,NULL,NULL,"22bdab70-59dc-4c6f-a7cc-fcfb27593feb",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"smashburger-richardson-trp7y",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2546,"Firebirds Wood Fired Grill Plano","ACCEPTED","3358",0,"2025-03-12 01:59:25.454+00",NULL,NULL,NULL,"4db20340-38a6-4a3c-86d9-7cdcb3067e34",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"firebirds-wood-fired-grill-plano-h1iqy",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2547,"Ming Garden Chinese Restaurant","ACCEPTED","3359",0,"2025-03-12 02:02:08.545+00",NULL,NULL,NULL,"407e739f-ee8a-4eec-a855-afe7a9867469",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"ming-garden-chinese-restaurant-4za7z",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2548,"Toasted Coffee + Kitchen","ACCEPTED","3360",0,"2025-03-12 02:05:44.361+00",NULL,NULL,NULL,"7a74e6ff-4144-442b-895b-3f249439db71",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"toasted-coffee-kitchen-b4mud",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2549,"The Food Trap Dallas","ACCEPTED","3361",0,"2025-03-12 02:12:38.541+00",NULL,NULL,NULL,"aa8eab88-ef2b-4416-8a1e-da8db91285ce",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"the-food-trap-dallas-rbruo",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2550,"Carrabba's Italian Grill Plano","ACCEPTED","3362",0,"2025-03-12 02:19:03.104+00",NULL,NULL,NULL,"e7cb2b10-0dad-4e32-bdb9-03fa2eaaf5c2",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"carrabbas-italian-grill-plano-ciyhf",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2551,"Fadi's Mediterranean Grill","ACCEPTED","3363",0,"2025-03-12 02:25:05.072+00",NULL,NULL,NULL,"eaa5593c-0823-4ecf-b50b-1c484b5a53be",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"fadis-mediterranean-grill-s2wvk",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2552,"Abuelo's","ACCEPTED","3364",0,"2025-03-12 02:29:11.885+00",NULL,NULL,NULL,"939c4e70-081a-426f-af1c-7ca75134f74f",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"abuelos-h8lat",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2553,"Banana Leaf Thai Cuisine","ACCEPTED","3365",0,"2025-03-12 02:32:53.615+00",NULL,NULL,NULL,"44ff79cc-d404-4146-9561-bf64d1be5ef9",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"banana-leaf-thai-cuisine-4u1ef",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
2554,"Go Gourmet Catering","ACCEPTED","3366",0,"2025-03-12 02:42:19.029+00",NULL,NULL,NULL,"7f5da87d-3ea7-4f2e-8bcb-d85f861dc381",False,NULL,False,False,NULL,NULL,"America/Chicago","OWN_DELIVERY",False,NULL,NULL,"go-gourmet-catering-brem3",NULL,False,"DIRECT",NULL,"MARKETPLACE","[""DELIVERY"",""PICKUP""]","[""OFFICE"",""EVENT"",""HOLIDAY""]",NULL,NULL,0,NULL,False,"{""stateSalesTax"":{""percent"":null,""fixedAmount"":null},""localSalesTax"":{""percent"":null,""fixedAmount"":null},""otherSalesTax"":{""percent"":null,""fixedAmount"":null,""types"":[""DELIVERY"",""PICKUP""]}}",15,3,"exact",False,False
